Sentence,Entities,Document_ID,Entity_Texts,SentenceWithContext,matched_entities
So that’s what we’re doing.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],"So something like that happened in ’19 perhaps. So that’s what we’re doing. We’re looking at what would be a good time and what would be a good structure, and “fairly soon” is words that we use to mean fairly soon.",[]
I wouldn’t want to turn it back.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],I think that’s a good innovation. I wouldn’t want to turn it back. We also have done a bunch of other things.,[]
They’ll react to the data.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],"I generally think—I mean, this movement actually started 30 years ago—30 years ago, when some academics posited that a more transparent central bank, if the public understands your reaction function, the markets will do your work for you. They’ll react to the data. And so it all happens that way and so there’s been a march toward greater and greater transparency.","['Monetary Policy', 'SOMA', 'Press Conference']"
Participants also observed that residential construction continued to be solid and home Page 8 Federal Open Market Committee _____________________________________________________________________________________________,"(('Interest Rates',0),('Growth', 0.66))",fomcminutes20210317.pdf,"['Interest Rates', 'Growth']",Many participants also pointed to the elevated level of household savings and judged that the release of pent- up demand could boost consumption growth further as social distancing waned. Participants also observed that residential construction continued to be solid and home Page 8 Federal Open Market Committee _____________________________________________________________________________________________ sales remained robust in part because of low interest rates.,['Transitory']
"Participants noted that in- dicators of economic activity and employment had turned up recently after a period of moderation, al- though the sectors most adversely affected by the pan- demic remained weak.","(('GDP',0.66),('Employment',0.66),('Pandemic',0),('Cyclically Sensitive Sectors',-0.33))",fomcminutes20210317.pdf,"['GDP', 'Employment', 'Pandemic', 'Cyclically Sensitive Sectors']","In their consideration of the stance of monetary policy, participants reaffirmed the Federal Reserve’s commit- ment to using its full range of tools to support the U.S. economy during this challenging time, thereby promot- ing the Committee’s statutory goals of maximum em- ployment and price stability. Participants noted that in- dicators of economic activity and employment had turned up recently after a period of moderation, al- though the sectors most adversely affected by the pan- demic remained weak. Despite these positive indicators and an improved public health situation, participants agreed that the economy remained far from the Com- mittee’s longer-run goals and that the path ahead re- mained highly uncertain, with the pandemic continuing to pose considerable risks to the outlook.","['Federal Reserve', 'domestic policy directive', 'Dual Mandate', 'Monetary Policy', 'Powell', 'Cyclically Sensitive Sectors', 'maximum employment', 'Pandemic', 'Economic outlook', 'Uncertain']"
The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee’s goals.,"(('Federal Reserve', 0.858),('Monetary Policy', 0))",fomcminutes20210317.pdf,"['Federal Reserve', 'Monetary Policy']","In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook. The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee’s goals. The Committee’s assessments will take into account a wide range of information, in- cluding readings on public health, labor market conditions, inflation pressures and inflation ex- pectations, and financial and international de- velopments.”","['Monetary Policy', 'Economic outlook', 'domestic policy directive', 'Powell', 'Federal Open Market Committee(FOMC)', 'Monetary Policy', 'domestic policy directive', 'Federal Open Market Committee(FOMC)', 'Powell', 'Risk', 'Federal Open Market Committee(FOMC)', 'Personal Consumption Expenditures (PCE)', 'Inflation', 'domestic policy directive', 'Fiscal Policy']"
"Obviously, inflation is some ways away from target.","(('Inflation', -0.33),)",FOMCpresconf20240320.pdf,['Inflation'],"Yes. SIMON RABINOVITCH. Obviously, inflation is some ways away from target. Unemployment, though, if you look at the projection for the full year of 4.0 percent, in February, we were already at 3.9 percent, so quite close to the median projection.","['Inflation', 'Price Stability', 'maximum employment', 'Monetary Policy', 'Transitory', 'Unemployment']"
"Against this background, participants continued to be highly attentive to inflation risks.","(('Inflation', -0.5), ('Risk', -0.6), ('Expectation', -0.4))",fomcminutes20221214.pdf,"['Inflation', 'Risk', 'Expectation']","The war and related events were contributing to upward pressure on inflation and were weighing on global economic activity. Against this background, participants continued to be highly attentive to inflation risks. Participants observed that the growth of economic ac- tivity had slowed significantly in 2022 from the previous year’s robust pace, partly in response to the Committee’s policy actions.","['Inflation', 'War', 'Price Stability', 'Transitory', 'Inflation', 'Price Stability', 'Transitory', 'Personal Consumption Expenditures (PCE)', 'Risk']"
"Interest rates on new credit card offers to borrowers with prime credit scores continued to trend down, on net, through December.","(('Interest Rates',0.66),('Expectation',0.33))",fomcminutes20210317.pdf,"['Interest Rates', 'Expectation']","Auto loan balances continued to grow in January, while credit card balances declined. Interest rates on new credit card offers to borrowers with prime credit scores continued to trend down, on net, through December. In contrast, offer rates to nonprime borrow- ers rose further.","['Interest Rates', 'Federal Funds Rate', 'Federal Funds Target', 'Overnight Rate', 'Credit', 'Interest Rates', 'Repurchase Agreement (repo) Rates', 'Overnight Rate', 'Federal Funds Rate', 'Money Market']"
Financing conditions in the residential mortgage market tightened somewhat over the intermeeting period but re- mained accommodative for stronger borrowers.,"(('Credit',-0.33),('Economy',-0.33),('Expectation',-0.1))",fomcminutes20210317.pdf,"['Credit', 'Economy', 'Expectation']","CRE loan growth at banks was weak, on net, through February, consistent with tight bank lending standards. Financing conditions in the residential mortgage market tightened somewhat over the intermeeting period but re- mained accommodative for stronger borrowers. Mort- gage rates for most borrowers increased but stayed near historically low levels, supporting elevated refinance and purchase activity through January.","['Mortgage', 'Mortgage-Backed Securities', 'Money Market', 'Debt', 'Financial Stability', 'Interest Rates', 'Mortgage', 'Repurchase Agreement (repo) Rates', 'Overnight Rate']"
"And when I say something—I, I use the term “unexpected” weakening of the labor market.","(('Labor Market', -0.33),)",FOMCpresconf20240320.pdf,['Labor Market'],"Don’t see it. And when I say something—I, I use the term “unexpected” weakening of the labor market. So, you know, we do expect the unemployment rate to—the forecast is that it would move up, I think, closer to what we see as the longer-run sustainable level.","['Labor Market', 'Uncertain', 'Unemployment', 'Transitory', 'HIRE', 'maximum employment', 'Economic outlook', 'Dual Mandate', 'Unemployment', 'Average Hourly Earnings']"
We’re very transparent.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],"I think you—I mean, nothing comes to mind as really desperately in need of doing at this moment. We’re very transparent. We have no shortage of FOMC participants speaking to the public through the media.",['Federal Open Market Committee(FOMC)']
"o Allow modest deviations from stated amounts for reinvestments, if needed for operational reasons.","(('', ''),)",ARP_07.2023.pdf,[''],"the amount of principal payments from the Federal Reserve's holdings of agency debt and agency MBS received in each calendar month that exceeds a cap of $35 billion per month. o Allow modest deviations from stated amounts for reinvestments, if needed for operational reasons. o Engage in dollar roll and coupon swap transactions as necessary to facilitate settlement of the Federal Reserve's agency MBS transactions.""","['Board', 'Debt', 'Federal Reserve', 'SOMA', 'Reserves', 'Reinvestment', 'Market Liquidity', 'Digital Dollar', 'Federal Reserve', 'Treasury Securities', 'Monetary Policy', 'Overnight Reverse Repurchase Agreement (ON RRP)']"
"Yields for corporate bonds declined, while borrowing costs for leveraged loans remained at an ele- vated level.","(('Financial Markets', 0.0), ('Interest Rates', -0.21), ('Economy', -0.12), ('Yields', -0.25))",fomcminutes20221214.pdf,"['Financial Markets', 'Interest Rates', 'Economy', 'Yields']","In domestic credit markets, changes in borrowing costs were mixed during the intermeeting period but remained above levels observed at the end of the previous tight- ening cycle. Yields for corporate bonds declined, while borrowing costs for leveraged loans remained at an ele- vated level. Bank interest rates for commercial and in- dustrial (C&I) loans continued to trend up in the third quarter.","['Credit', 'Transitory', 'Money Market', 'Debt', 'Bond Market', 'Interest Rates', 'Federal Funds Rate', 'Overnight Rate', 'Federal Funds Target']"
"Market-based measures of inflation compensation at the 5- and 10-year horizons had continued to move up over the intermeet- ing period, while survey-based measures of inflation ex-","(('Inflation',0.66))",fomcminutes20210317.pdf,[],"Participants discussed market- and survey-based measures of longer-term inflation expectations and their implications for the inflation outlook. Market-based measures of inflation compensation at the 5- and 10-year horizons had continued to move up over the intermeet- ing period, while survey-based measures of inflation ex- pectations were little changed on balance.","['Inflation', 'Expectation', 'Price Stability', 'Economic outlook', 'Personal Consumption Expenditures (PCE)', 'Inflation', 'Price Stability', 'Transitory', 'Monetary Policy', 'Average Hourly Earnings']"
I will have more to say about monetary policy after briefly reviewing economic developments.,"(('Monetary Policy', 0.839),)",FOMCpresconf20240320.pdf,['Monetary Policy'],"As labor market tightness has eased and progress on inflation has continued, the risks to achieving our employment and inflation goals are moving into better balance. I will have more to say about monetary policy after briefly reviewing economic developments. Recent indicators suggest that economic activity has been expanding at a solid pace.","['Price Stability', 'Labor Market', 'maximum employment', 'Dual Mandate', 'Monetary Policy', 'domestic policy directive', 'Federal Reserve', 'Powell', 'Fiscal Policy', 'Growth', 'Development', 'Economic outlook', 'Cyclically Sensitive Sectors', 'Economy/ Economic']"
"(('Economy', -0.881),('Dual Mandate', 0))","(('Employment', 0.084),('Dual Mandate', 0))",FOMCpresconf20240320.pdf,"['Employment', 'Dual Mandate']","Notation Vote By notation vote completed on February 16, 2021, the Committee unanimously approved the minutes of the Committee meeting held on January 26–27, 2021. _______________________ (('Economy', -0.881),('Dual Mandate', 0)) The economy has made considerable progress toward our dual-mandate objectives.","['Dual Mandate', 'Board', 'Chair', 'Dual Mandate', 'Economy/ Economic', 'maximum employment', 'domestic policy directive']"
rates that were at or below zero in some cases.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],"I mean, my instinct would be that rates will not go back down to the very low levels that we saw, where, all around the world, there were long- run [real interest] rates that were at or below zero in some cases. I don’t see rates going back down to that level.","['Interest Rates', 'Overnight Rate', 'Price Stability', 'Federal Funds Rate', 'Inflation', 'Interest Rates', 'Overnight Rate']"
Disorderly condi- tions in Treasury markets or a persistent rise in yields that could jeopardize progress toward the Committee’s goals were seen as cause for concern.,"(('Yields',-0.33),('Risk', -0.66))",fomcminutes20210317.pdf,"['Yields', 'Risk']","Participants commented on the notable rise in longer-term Treasury yields that oc- curred over the intermeeting period and generally viewed it as reflecting the improved economic outlook, some firming in inflation expectations, and expectations for increased Treasury debt issuance. Disorderly condi- tions in Treasury markets or a persistent rise in yields that could jeopardize progress toward the Committee’s goals were seen as cause for concern. While overall fi- nancial conditions were still seen as accommodative, a number of participants remarked that financing condi- tions remained challenging for many small businesses.","['Treasury Securities', 'US dollar Appreciation', 'Term Premium', 'Treasury Securities', 'Yields']"
"A couple of other par- ticipants, however, commented that excess savings, par- ticularly among low-income households, appeared to be lower and declining more rapidly than previously thought or that the savings, the majority of which ap- peared to be held by higher-income households, might continue to be largely unspent.","(('Expectation', -0.4), ('Economy', -0.4), ('Growth', -0.3))",fomcminutes20221214.pdf,"['Expectation', 'Economy', 'Growth']","A couple of participants remarked that excess savings likely would continue to support con- sumption spending for a while. A couple of other par- ticipants, however, commented that excess savings, par- ticularly among low-income households, appeared to be lower and declining more rapidly than previously thought or that the savings, the majority of which ap- peared to be held by higher-income households, might continue to be largely unspent. Several participants re- marked that budgets were stretched for low-to-moder- ate-income households and that many consumers were shifting their spending to less expensive alternatives.",['Demand']
"2022 Decisions Regarding Monetary Policy Implementation The Federal Reserve has made the following decisions to implement the monetary policy stance announced by the Federal Open Market Committee in its statement on May 4, 2022:","(('Federal Reserve', 0.0), ('Monetary Policy', 0.0), ('Federal Open Market Committee (FOMC)', 0.0))",monetary20220504a1.pdf,"['Federal Reserve', 'Monetary Policy', 'Federal Open Market Committee (FOMC)']","For release at 2 p.m. EDT May 4, 2022 Decisions Regarding Monetary Policy Implementation The Federal Reserve has made the following decisions to implement the monetary policy stance announced by the Federal Open Market Committee in its statement on May 4, 2022: The Board of Governors of the Federal Reserve System voted unanimously to raise the interest rate paid on reserve balances to 0.9 percent, effective May 5, 2022.","['Monetary Policy', 'domestic policy directive', 'Powell', 'Federal Reserve', 'Overnight Reverse Repurchase Agreement (ON RRP)', 'Powell', 'domestic policy directive', 'Federal Reserve', 'Monetary Policy', 'Federal Open Market Committee(FOMC)', 'Federal Funds Rate', 'Interest Rates', 'Interest on Excess Reserves (IOER)', 'Board', 'Monetary Policy']"
The Com- mittee is strongly committed to returning infla- tion to its 2 percent objective.,"(('inflation', 0), ('Federal Reserve', 0.858),)",fomcminutes20221214.pdf,"['inflation', 'Federal Reserve']","In addition, the Committee will con- tinue reducing its holdings of Treasury securi- ties and agency debt and agency mortgage- backed securities, as described in the Plans for Reducing the Size of the Federal Reserve’s Bal- ance Sheet that were issued in May. The Com- mittee is strongly committed to returning infla- tion to its 2 percent objective. In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook.","['Federal Open Market Committee(FOMC)', 'Treasury Securities', 'Board', 'Federal Reserve', 'Powell', 'Monetary Policy', 'Economic outlook', 'domestic policy directive', 'Powell', 'Federal Open Market Committee(FOMC)']"
"Page 24 of 24 when you testified before the Senate a couple weeks ago, you told lawmakers that you are “not far from receiving the confidence needed on inflation to begin cutting rates.”","(('Inflation', -0.59), ('Congress', 0.558))",FOMCpresconf20240320.pdf,"['Inflation', 'Congress']","But March 20, 2024 Chair Powell’s Press Conference FINAL Page 24 of 24 when you testified before the Senate a couple weeks ago, you told lawmakers that you are “not far from receiving the confidence needed on inflation to begin cutting rates.” So are you still of that belief or not?","['Powell', 'Chair']"
"Participants observed that labor market conditions had improved recently, as payroll employment registered strong gains in February and the unemployment rate fell to 6.2 percent.","(('Employment',0.99),('Unemployment',0.99),('Labor Market',0.66))",fomcminutes20210317.pdf,"['Employment', 'Unemployment', 'Labor Market']","Several par- ticipants judged that the support provided by the ARP could improve the financial positions of small firms that had been adversely affected by the pandemic. Participants observed that labor market conditions had improved recently, as payroll employment registered strong gains in February and the unemployment rate fell to 6.2 percent. Even so, payroll employment was about 9.5 million jobs below its pre-pandemic level, and labor market conditions for those in the most disadvantaged communities were viewed as lagging behind those of other households.","['Labor Market', 'HIRE', 'Employment', 'Unemployment', 'Average Hourly Earnings', 'Pandemic', 'Unemployment', 'HIRE', 'Labor Market', 'maximum employment']"
"However, flows into dedicated EME equity funds remained strong.","(('Equity Price',0.99),('Countries',0),('Expectation',0.33))",fomcminutes20210317.pdf,"['Equity Price', 'Countries', 'Expectation']","EME sovereign spreads edged up, and flows into EME bond funds fell back later in the period amid the rise in yields in ad- vanced economies. However, flows into dedicated EME equity funds remained strong. Overall, foreign eq- uity indexes increased slightly in most major markets.","['Treasury Securities', 'Asset Runoff', 'Asset Runoff']"
Risks to the economic outlook remain.,"(('Economy', 0.057), ('Risk', 0.057),)",monetary20211103a1.pdf,"['Economy', 'Risk']",Progress on vaccinations and an easing of supply constraints are expected to support continued gains in economic activity and employment as well as a reduction in inflation. Risks to the economic outlook remain. The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run.,"['Price Stability', 'Inflation', 'Economic outlook', 'Pandemic', 'Risk', 'Economic outlook', 'Uncertain', 'Expectation', 'Financial Stability', 'maximum employment', 'Dual Mandate', 'Federal Open Market Committee(FOMC)', 'Inflation']"
ery.,,fomcminutes20210317.pdf,[],"New orders indexes in national and re- gional manufacturing surveys pointed toward solid in- creases in factory output in the coming months, al- though reports of shortages in materials and labor, as well as bottlenecks in transportation, signaled some po- tential restraints on the pace of the manufacturing recov- ery. Total real government purchases appeared to be rising in the first quarter after edging down in the fourth quar- ter.",['Cyclically Sensitive Sectors']
"As part of its policy decision, the Federal Open Market Committee voted to authorize and direct the Open Market Desk at the Federal Reserve Bank of New York, until instructed otherwise, to execute transactions in the System Open Market Account in accordance with the following domestic policy directive: “Effective April 30, 2020, the Federal Open Market Committee directs the Desk to: o Undertake open market operations as necessary to maintain the federal funds rate in a target range of 0 to 1/4 percent.","(('Federal Reserve', 0.0), ('Interest Rates', 0.0), ('Monetary Policy', 0.0), ('Federal Open Market Committee (FOMC)', 0.0), ('Federal Funds Rate', 0.0))",ARP_04.2020.pdf,"['Federal Reserve', 'Interest Rates', 'Monetary Policy', 'Federal Open Market Committee (FOMC)', 'Federal Funds Rate']","The Board of Governors of the Federal Reserve System voted unanimously to maintain the interest rate paid on required and excess reserve balances at 0.10 percent, effective April 30, 2020. As part of its policy decision, the Federal Open Market Committee voted to authorize and direct the Open Market Desk at the Federal Reserve Bank of New York, until instructed otherwise, to execute transactions in the System Open Market Account in accordance with the following domestic policy directive: “Effective April 30, 2020, the Federal Open Market Committee directs the Desk to: o Undertake open market operations as necessary to maintain the federal funds rate in a target range of 0 to 1/4 percent. Increase the System Open Market Account holdings of Treasury securities, agency mortgage-backed securities (MBS), and agency commercial mortgage-backed securities (CMBS) in the amounts needed to support the smooth functioning of markets for these securities.","['Federal Funds Rate', 'Interest on Excess Reserves (IOER)', 'Board', 'Interest Rates', 'Federal Reserve', 'Federal Open Market Committee(FOMC)', 'Federal Funds Target', 'Federal Funds Rate', 'SOMA', 'Board', 'Mortgage-Backed Securities', 'Treasury Securities', 'Financial Markets', 'Securities', 'Bond Market']"
"In addition, members agreed that the ongoing public health crisis continued to weigh on economic activity, employment, and inflation and was posing considerable risks to the economic outlook.","(('Pandemic',0),('Risk',-0.8),('Economy',-0.8),('Employment',-0.8),('Inflation',-0.8))",fomcminutes20210317.pdf,"['Pandemic', 'Risk', 'Economy', 'Employment', 'Inflation']","Members also remarked that the path of the economy would depend significantly on the course of the virus, including pro- gress on vaccinations. In addition, members agreed that the ongoing public health crisis continued to weigh on economic activity, employment, and inflation and was posing considerable risks to the economic outlook. Members agreed that the Federal Reserve was commit- ted to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum-employment and price-stability goals.","['Pandemic', 'Pandemic', 'Dual Mandate', 'Federal Reserve', 'Powell', 'domestic policy directive', 'Board']"
"Participants cited the possibility that price pres- sures could prove to be more persistent than anticipated, due to, for example, the labor market staying tight for longer than anticipated.","(('Inflation', -0.7), ('Labor Market', 0.2), ('Expectation', -0.6), ('Risk', -0.7))",fomcminutes20221214.pdf,"['Inflation', 'Labor Market', 'Expectation', 'Risk']","Participants generally noted that the uncertainty associ- ated with their economic outlooks was high and that the risks to the inflation outlook remained tilted to the up- side. Participants cited the possibility that price pres- sures could prove to be more persistent than anticipated, due to, for example, the labor market staying tight for longer than anticipated. Participants saw a number of uncertainties surrounding the outlook for inflation stemming from factors abroad, such as China’s relaxation of its zero-COVID policies, Russia’s continuing war against Ukraine, and effects of synchronous policy firming by major central banks.","['Uncertain', 'Price Stability', 'Economic outlook', 'Expectation', 'Risk', 'Uncertain', 'Expectation', 'Uncertain', 'Price Stability', 'Inflation', 'Monetary Policy', 'domestic policy directive']"
"The meeting adjourned at 10:35 a.m. on December 14, 2022.","(('', ''),)",fomcminutes20221214.pdf,[''],"Minutes of the Meeting of December 13–14, 2022 Page 11 _____________________________________________________________________________________________ The meeting adjourned at 10:35 a.m. on December 14, 2022. Notation Vote By notation vote completed on November 22, 2022, the Committee unanimously approved the minutes of the Committee meeting held on November 1–2, 2022. _______________________",[]
"Jon Faust, Senior Special Adviser to the Chair, Division of Board Members, Board Glenn Follette, Associate Director, Division of Research and Statistics, Board Joshua Gallin, Senior Special Adviser to the Chair, Division of Board Members, Board Jonathan E. Goldberg, Principal Economist, Division of Monetary Affairs, Board Erik A. Heitfield, Deputy Associate Director, Division of Research and Statistics, Board Valerie S. Hinojosa, Section Chief, Division of Monetary Affairs, Board Jane E. Ihrig, Special Adviser to the Board, Division of Board Members, Board Benjamin K. Johannsen, Section Chief, Division of Monetary Affairs, Board Michael T. Kiley, Deputy Director, Division of Financial Stability, Board Don H. Kim, Senior Adviser, Division of Monetary Affairs, Board Elizabeth K. Kiser, Associate Director, Division of Research and Statistics, Board Sylvain Leduc, Executive Vice President, Federal Reserve Bank of San Francisco Andreas Lehnert, Director, Division of Financial Stability, Board Paul Lengermann, Assistant Director, Division of Research and Statistics, Board Eric LeSueur,2 Policy and Market Monitoring Advisor, Federal Reserve Bank of New York Kurt F. Lewis, Special Adviser to the Board, Division of Board Members, Board Laura Lipscomb, Special Adviser to the Board, Division of Board Members, Board David López-Salido, Senior Associate Director, Division of Monetary Affairs, Board Jonathan P. McCarthy, Economic Research Advisor, Federal Reserve Bank of New York 3","(('', ''),)",fomcminutes20221214.pdf,[''],"Page 1 _____________________________________________________________________________________________ Jon Faust, Senior Special Adviser to the Chair, Division of Board Members, Board Glenn Follette, Associate Director, Division of Research and Statistics, Board Joshua Gallin, Senior Special Adviser to the Chair, Division of Board Members, Board Jonathan E. Goldberg, Principal Economist, Division of Monetary Affairs, Board Erik A. Heitfield, Deputy Associate Director, Division of Research and Statistics, Board Valerie S. Hinojosa, Section Chief, Division of Monetary Affairs, Board Jane E. Ihrig, Special Adviser to the Board, Division of Board Members, Board Benjamin K. Johannsen, Section Chief, Division of Monetary Affairs, Board Michael T. Kiley, Deputy Director, Division of Financial Stability, Board Don H. Kim, Senior Adviser, Division of Monetary Affairs, Board Elizabeth K. Kiser, Associate Director, Division of Research and Statistics, Board Sylvain Leduc, Executive Vice President, Federal Reserve Bank of San Francisco Andreas Lehnert, Director, Division of Financial Stability, Board Paul Lengermann, Assistant Director, Division of Research and Statistics, Board Eric LeSueur,2 Policy and Market Monitoring Advisor, Federal Reserve Bank of New York Kurt F. Lewis, Special Adviser to the Board, Division of Board Members, Board Laura Lipscomb, Special Adviser to the Board, Division of Board Members, Board David López-Salido, Senior Associate Director, Division of Monetary Affairs, Board Jonathan P. McCarthy, Economic Research Advisor, Federal Reserve Bank of New York 3 Attended Tuesday’s session only.","['Powell', 'Board', 'Federal Reserve', 'Chair', 'SOMA']"
"Participants observed that the growth of economic ac- tivity had slowed significantly in 2022 from the previous year’s robust pace, partly in response to the Committee’s policy actions.","(('Economy', -0.6), ('Monetary Policy', -0.3), ('Federal Open Market Committee(FOMC)', -0.2))",fomcminutes20221214.pdf,"['Economy', 'Monetary Policy', 'Federal Open Market Committee(FOMC)']","Against this background, participants continued to be highly attentive to inflation risks. Participants observed that the growth of economic ac- tivity had slowed significantly in 2022 from the previous year’s robust pace, partly in response to the Committee’s policy actions. The effects of those actions were espe- cially notable in interest-sensitive sectors, particularly housing.","['Inflation', 'Price Stability', 'Transitory', 'Personal Consumption Expenditures (PCE)', 'Risk', 'Cyclically Sensitive Sectors', 'Mortgage-Backed Securities']"
The Committee judges that the risks to achieving its employment and inflation goals continue to move into better balance.,"(('Federal Reserve', 0.627), ('Inflation', -0.891), ('Employment', -0.481),)",monetary20240731a1.pdf,"['Federal Reserve', 'Inflation', 'Employment']","The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. The Committee judges that the risks to achieving its employment and inflation goals continue to move into better balance. The economic outlook is uncertain, and the Committee is attentive to the risks to both sides of its dual mandate.","['maximum employment', 'Dual Mandate', 'Federal Open Market Committee(FOMC)', 'Inflation', 'maximum employment', 'Balance', 'Dual Mandate', 'Uncertain', 'Risk', 'Dual Mandate', 'Economic outlook']"
"They noted that following a moderation in the pace of the re- covery, indicators of economic activity and employment had turned up recently, although the sectors most ad- versely affected by the pandemic remained weak.","(('GDP',0.33),('Employment',0.33),('Cyclically Sensitive Sectors',-0.33),('Pandemic',0))",fomcminutes20210317.pdf,"['GDP', 'Employment', 'Cyclically Sensitive Sectors', 'Pandemic']","In their discussion of monetary policy for this meeting, members agreed that the COVID-19 pandemic was causing tremendous human and economic hardship across the United States and around the world. They noted that following a moderation in the pace of the re- covery, indicators of economic activity and employment had turned up recently, although the sectors most ad- versely affected by the pandemic remained weak. Infla- tion continued to run below 2 percent.","['Pandemic', 'Pandemic', 'Cyclically Sensitive Sectors']"
Equity markets moved higher.,"(('Economy', 0.40), ('Equity Markets', 0.20))",fomcminutes20221214.pdf,"['Economy', 'Equity Markets']","Consistent with the decline in volatility, model-based measures suggested that a drop in term premiums accounted for much of the decline in Treasury yields over the period. Equity markets moved higher. However, equity market contacts noted risks to growth ahead, and earnings expectations for coming quarters had been marked down.","['Term Premium', 'Treasury Securities', 'Equity Markets', 'Financial Markets', 'Market Liquidity', 'Equity Price', 'Risk', 'Expectation', 'Equity Markets']"
"Consistent with the Committee’s decision to leave the target range for the federal funds rate unchanged, the Board of Governors voted unanimously to leave the in- terest rates on required and excess reserve balances at 0.10 percent.","(('Federal Reserve', 0.813), ('Interest Rates', 0.625),('Balance', 0))",fomcminutes20210317.pdf,"['Federal Reserve', 'Interest Rates', 'Balance']","Voting against this action: None. Consistent with the Committee’s decision to leave the target range for the federal funds rate unchanged, the Board of Governors voted unanimously to leave the in- terest rates on required and excess reserve balances at 0.10 percent. The Board of Governors also voted unan- imously to approve establishment of the primary credit rate at the existing level of 0.25 percent, effective March 18, 2021.","['Federal Funds Target', 'Federal Funds Rate', 'Board', 'Federal Open Market Committee(FOMC)', 'Interest on Excess Reserves (IOER)', 'Board']"
"In support of these goals, the Committee decided to raise the target range for the federal funds rate to 5-1/4 to 5-1/2 percent.","(('Federal Reserve', 0.263), ('Interest Rates', 0.503),)",ARP_07.2023.pdf,"['Federal Reserve', 'Interest Rates']","The Committee seeks to achieve maximum employment and inflation at the rate of 2 percent over the longer run. In support of these goals, the Committee decided to raise the target range for the federal funds rate to 5-1/4 to 5-1/2 percent. The Committee will continue to assess additional information and its implications for monetary policy.","['maximum employment', 'Dual Mandate', 'Federal Open Market Committee(FOMC)', 'Inflation', 'Federal Funds Target', 'Federal Open Market Committee(FOMC)', 'Federal Funds Rate', 'Federal Open Market Committee(FOMC)', 'domestic policy directive', 'Powell', 'Monetary Policy', 'Board']"
"Well, you’ve talked about the desire to have confidence that inflation is continually moving down.","(('Inflation', -0.057),)",FOMCpresconf20240320.pdf,['Inflation'],"March 20, 2024 Chair Powell’s Press Conference FINAL Page 13 of 24 MICHAEL MCKEE. Well, you’ve talked about the desire to have confidence that inflation is continually moving down. Have the recent numbers we’ve gotten for inflation data dented that confidence at all? CHAIR POWELL.","['Chair', 'Powell', 'Price Stability', 'Uncertain', 'Inflation', 'Transitory', 'Monetary Policy', 'Chair', 'Powell']"
"Participants also discussed re- ports of shortages in materials, key intermediate inputs, and labor as well as bottlenecks in shipping.","(('Supply Chain',-0.99),('Labor Market',-0.33))",fomcminutes20210317.pdf,"['Supply Chain', 'Labor Market']","Participants noted that surveys of business activity had picked up recently and that many District contacts were growing increasingly optimistic about business prospects given ongoing pro- gress on vaccinations. Participants also discussed re- ports of shortages in materials, key intermediate inputs, and labor as well as bottlenecks in shipping. A few par- ticipants noted that higher crop prices were continuing to boost income in the agricultural sector.",['Demand']
"Following the discussion, the Chair noted the potential for downward pressure on money market rates and sug- gested that, should undue downward pressure on over- night rates emerge, it might be appropriate to implement adjustments to administered rates at upcoming meetings or even between meetings to support effective policy im- plementation and ensure that the federal funds rate re- mains well within the target range.","(( 'Money Market',-0.66),('Overnight Rate',-0.66),('Monetary Policy',0.66),('Federal Funds Rate',0.66))",fomcminutes20210317.pdf,"['Money Market', 'Overnight Rate', 'Monetary Policy', 'Federal Funds Rate']","In light of the po- tential for greater use of the ON RRP facility going for- ward in connection with the expansion of the Federal Reserve’s balance sheet and associated downward pres- sure on overnight rates, a couple of participants noted that it might be useful to review lessons learned regard- ing the ON RRP facility since its inception. Following the discussion, the Chair noted the potential for downward pressure on money market rates and sug- gested that, should undue downward pressure on over- night rates emerge, it might be appropriate to implement adjustments to administered rates at upcoming meetings or even between meetings to support effective policy im- plementation and ensure that the federal funds rate re- mains well within the target range. By unanimous vote, the Committee ratified the Desk’s domestic transactions over the intermeeting period.","['Overnight Reverse Repurchase Agreement (ON RRP)', 'Federal Funds Rate', 'Federal Funds Target', 'Overnight Reverse Repurchase Agreement (ON RRP)', 'Monetary Policy', 'domestic policy directive']"
